id,claim,negated_claim,label_original,label_negated
VL000821,Study finds immune system can cause reaction to cancer drug.,Study finds immune system can not cause reaction to cancer drug.,true,false
VL000822,World Superbike star Nicky Hayden passed away on 19 May 2017.,World Superbike star Nicky Hayden passed away on 19 May not 2017.,false,true
VL000823,Bill would OK land swap for Arizona veterinary program.,Bill would not OK land swap for Arizona veterinary program.,true,false
VL000824,Magnetic brain stimulation causes weight loss by making gut bacteria healthier,Magnetic brain stimulation does not cause weight loss by making gut bacteria healthier.,false,true
VL000830,Blood test that could predict arthritis risk,Blood test that could not predict arthritis risk.,false,true
VL000832,Men in Uxbridge and South Ruislip live 14 years longer than they do in Stockton North.,Men in Uxbridge and South Ruislip live 14 years longer than they do not in Stockton North.,true,false
VL000833,Study: Millions should stop taking aspirin for heart health.,Study: Millions should not stop taking aspirin for heart health.,true,false
VL000834,"The purpose of the 'crash' or 'brace' position in airliners is to kill passengers quickly in the event of an crash, or to preserve their remains so as to make identification of bodies easier.","The purpose of the 'crash' or 'brace' position in airliners is not to kill passengers quickly in the event of an crash, or to preserve their remains so as to make identification of bodies easier.",false,true
VL000837,"Facebook post Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.","Facebook post Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are not more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.",false,true
VL000838,Three Maryland coronavirus patients fully recovered and are able to return to everyday life.,Three Maryland coronavirus patients fully recovered and are not able to return to everyday life.,true,false
VL000839,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.","Thanks to #ObamaCare, average E.R. wait in California is not 5 hours.",false,true
VL000840,An alligator captured in the Chicago River in June 2008 was the first such creature ever found in that body of water.,An alligator captured in the Chicago River in June 2008 was not the first such creature ever found in that body of water.,false,true
VL000841,"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”","Amid the COVID-19 outbreak, “Minnesota now has not the highest unemployment rate in U.S. history.”.",false,true
VL000843,"Attacks on Planned Parenthood ""come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 don’t have access to health care.","Attacks on Planned Parenthood ""come at a time when the poverty rate among women is not the highest in nearly two decades and 1 in 5 women under 65 don’t have access to health care.",true,false
VL000844,Vice President Mike Pence said that White House aide Rob Porter's purported domestic abuse was supported by the Bible.,Vice President Mike Pence said that White House aide Rob Porter's purported domestic abuse was not supported by the Bible.,false,true
VL000850,"New York Mayor Bill de Blasio was previously named ""Warren Wilhelm Jr."" and once supported the socialist government of the Sandinistas in Nicaragua.","New York Mayor Bill de Blasio was not previously named ""Warren Wilhelm Jr."" and once supported the socialist government of the Sandinistas in Nicaragua.",true,false
VL000855,New York has the third lowest rate of gun-caused death in America.,New York has not the third lowest rate of gun-caused death in America.,true,false
VL000856,"Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is a good idea.","Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is not a good idea.",false,true
VL000861,Study: Air pollution greatly affects St. Louis’ poorer areas.,Study: Air pollution greatly does not affect St. Louis’ poorer areas.,true,false
VL000862,North Korea is now allowing the open practice of Christianity.,North Korea is not now allowing the open practice of Christianity.,false,true
VL000863,"This is a prayer request for   Nick Doize of Katy, Texas who is suffering from acute lymphoblastic   leukemia.  The email also requests readers add their names to a   list at the bottom and forward it to friends.  It also instructs   that when the list reaches 1000 names to email it to the originator.","This is not a prayer request for Nick Doize of Katy, Texas who is suffering from acute lymphoblastic leukemia. The email also requests readers add their names to a list at the bottom and forward it to friends. It also instructs that when the list reaches 1000 names to email it to the originator.",true,false
VL000872,"New test can detect autism in children, scientists say","New test can not detect autism in children, scientists say.",false,true
VL000883,Children should avoid school bus stops due to a credible threat of human trafficking.,Children should not avoid school bus stops due to a credible threat of human trafficking.,false,true
VL000884,DEW brand bottled water sold in Nigeria and other parts of Africa has caused at least 180 deaths and has been known to infect those who drink it with the Ebola virus.,DEW brand bottled water sold in Nigeria and other parts of Africa has not caused at least 180 deaths and has been known to infect those who drink it with the Ebola virus.,false,true
VL000885,99-year-old billionaire David Rockefeller has successfully undergone his sixth heart transplant surgery in the last 38 years.,99-year-old billionaire David Rockefeller has not successfully undergone his sixth heart transplant surgery in the last 38 years.,false,true
VL000887,Boiling the same water twice will make your water dangerous to drink.,Boiling the same water twice will not make your water dangerous to drink.,false,true
VL000888,"Despite keeping distance from national media interviewers, ""I did local press all along, the last three months.","Despite keeping distance from national media interviewers, ""I did not local press all along, the last three months.",false,true
VL000892,Constant migraines may be from an unlikely culprit: a deviated septum,Constant migraines may not be from an unlikely culprit: a deviated septum.,false,true
VL000894,"In December 1915, San Diego agreed to pay $10,000 to ""rainmaker"" Charles Hatfield to bring an end to the region's drought; over the next few weeks the city was inundated by rain and suffered one of the worst floods in its history.","In December 1915, San Diego agreed to pay $10,000 to ""rainmaker"" Charles Hatfield to bring an end to the region's drought; over the next few weeks the city was not inundated by rain and suffered one of the worst floods in its history.",true,false
VL000896,"Members of the Royal British Legion have been barred from selling poppies to commemorate Remembrance Day in certain areas for fear of ""upset minorities.","Members of the Royal British Legion have not been barred from selling poppies to commemorate Remembrance Day in certain areas for fear of ""upset minorities.",false,true
VL000897,"Seth Rogen, Bette Midler, and other Hollywood ""liberal heroes"" were arrested during an Oscar party drug raid.","Seth Rogen, Bette Midler, and other Hollywood ""liberal heroes"" were not arrested during an Oscar party drug raid.",false,true
VL000902,Asthma pill could reduce symptoms in severe sufferers,Asthma pill could not reduce symptoms in severe sufferers.,false,true
VL000907,Washington state man who traveled to China is first U.S. victim of coronavirus.,Washington state man who traveled to China is not first U.S. victim of coronavirus.,true,false
VL000910,Low-Calorie Diet May Lead to Longer Life,Low-Calorie Diet May not Lead to Longer Life.,false,true
VL000914,"Crisis averted, hospital ship leaves LA; treats 77 patients.","Crisis averted, hospital ship leaves LA; does not treat 77 patients.",true,false
VL000918,"To deprive"" underprivileged children ""of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.","To deprive"" underprivileged children ""of a meat-based protein during school lunch is not most likely depriving them of their only source of protein for the day.",false,true
VL000919,Experimental Test May Warn of Premature Births,Experimental Test May not Warn of Premature Births.,true,false
VL000921,"An email claims that the use of antiperspirants is the leading cause of breast cancer.  The theory is that toxins are released by sweat, especially under the arms, and antiperspirants are blocking the release of the toxins, allowing them to build up, and the result is cancer.  It also claims that nearly all breast cancers are in the upper, outside quadrant of the breast, near the armpits.","An email claims that the use of antiperspirants is not the leading cause of breast cancer. The theory is that toxins are released by sweat, especially under the arms, and antiperspirants are blocking the release of the toxins, allowing them to build up, and the result is cancer. It also claims that nearly all breast cancers are in the upper, outside quadrant of the breast, near the armpits.",false,true
VL000923,The youngest mother on record was a Peruvian girl who give birth at five years old.,The youngest mother on record was not a Peruvian girl who give birth at five years old.,true,false
VL000924,Marijuana dealers are using the popular game app Pokémon GO to hook children on drugs.,Marijuana dealers are not using the popular game app Pokémon GO to hook children on drugs.,false,true
VL000927,"U. S. House Speaker Nancy Pelosi declared during the COVID-19 pandemic that Congress would be out of session ""unless there is an emergency.","U. S. House Speaker Nancy Pelosi declared during the COVID-19 pandemic that Congress would be out of session ""unless there is not an emergency.",false,true
VL000928,Drugmaker will donate meds for US push to end HIV epidemic.,Drugmaker will not donate meds for US push to end HIV epidemic.,true,false
VL000929,Testosterone replacement therapy may slow the progression of COPD,Testosterone replacement therapy may not slow the progression of COPD.,false,true
VL000931,U.S. says UCB cough medicine overdose can kill.,U.S. says UCB cough medicine overdose can not kill.,true,false
VL000932,Alan Grayson Says Florida Gov. Rick Scott’s cuts to education are the same as his proposed corporate income tax rate reduction.,Alan Grayson Says Florida Gov. Rick Scott’s cuts to education are not the same as his proposed corporate income tax rate reduction.,false,true
VL000933,Lois Kolkhorst Says $500 billion in Medicare cuts are coming.,Lois Kolkhorst Says $500 billion in Medicare cuts are not coming.,false,true
VL000935,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.","In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were not more abortions.",false,true
VL000936,"Hillary Clinton Says Donald Trump ""has been talking about the option of using a nuclear weapon against our Western European allies.","Hillary Clinton Says Donald Trump ""has not been talking about the option of using a nuclear weapon against our Western European allies.",false,true
VL000941,"Missouri ""is leading the country when it comes to improving services for mental and behavioral health. Innovation is happening right here.","Missouri ""is not leading the country when it comes to improving services for mental and behavioral health. Innovation is happening right here.",true,false
VL000944,"Manuka honey, as a topical treatment, is better than all known antibiotics.","Manuka honey, as a topical treatment, is not better than all known antibiotics.",false,true
VL000950,"Dan Patrick Says ""566,000 crimes"" were ""made in Texas by criminal aliens in the last 6 years.","Dan Patrick Says ""566,000 crimes"" were not ""made in Texas by criminal aliens in the last 6 years.",false,true
VL000954,Amazonian tribe study shows how human bodily bacteria is changing.,Amazonian tribe study shows how human bodily bacteria is not changing.,true,false
VL000955,"Earl Blumenauer Says ""Every year air pollution protections are delayed, another 34,000 people will die prematurely.","Earl Blumenauer Says ""Every year air pollution protections are not delayed, another 34,000 people will die prematurely.",true,false
VL000958,"Blogger Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.","Blogger Says the Chinese Communist Party ""will not finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.",false,true
VL000963,Slovakia may force women to get pre-abortion ultrasound.,Slovakia may not force women to get pre-abortion ultrasound.,true,false
VL000964,California's governor is allowing people who are HIV-positive donate blood,California's governor is not allowing people who are HIV-positive donate blood.,false,true
VL000970,"'You have stolen my dreams,' an angry Thunberg tells U.N. climate summit.","'You have not stolen my dreams,' an angry Thunberg tells U.N. climate summit.",true,false
VL000973,"David Attenborough said that ""I am unaware of any animal that is as cruel as Israelis"" as part of a scathing attack on the country's treatment of the Palestinian people.","David Attenborough said that ""I am unaware of any animal that is not as cruel as Israelis"" as part of a scathing attack on the country's treatment of the Palestinian people.",false,true
VL000975,"Here are some of the things that are more popular than Congress: hemorrhoids, Nickelback, traffic jams, cockroaches, root canals, colonoscopies, herpes. Even herpes, they couldn’t beat herpes in the polls.","Here are not some of the things that are more popular than Congress: hemorrhoids, Nickelback, traffic jams, cockroaches, root canals, colonoscopies, herpes. Even herpes, they couldn’t beat herpes in the polls.",true,false
VL000977,A Russian woman was embalmed alive due to the intravenous administration of formalin.,A Russian woman was not embalmed alive due to the intravenous administration of formalin.,false,true
VL000983,"30 years on, AIDS fight may tilt more to treatment.","30 years on, AIDS fight may not tilt more to treatment.",true,false
VL000985,Those who go swimming less than one hour after eating will be taken by a cramp and drown.,Those who go swimming less than one hour after eating will not be taken by a cramp and drown.,false,true
VL000988,"Under U.S. President Donald Trump, federal authorities are confiscating orders of personal protective equipment (PPE) from local governments amid the COVID-19 pandemic.","Under U.S. President Donald Trump, federal authorities are not confiscating orders of personal protective equipment (PPE) from local governments amid the COVID-19 pandemic.",true,false
VL000990,The Newfoundland town of Gander played host to thousands of airline passengers stranded there when American airspace was closed after the September 11 terrorist attacks.,The Newfoundland town of Gander played host to thousands of airline passengers stranded there when American airspace was not closed after the September 11 terrorist attacks.,true,false
VL000996,"The state of Florida has seen ""double-digit drops"" in alcohol use among teens.","The state of Florida has not seen ""double-digit drops"" in alcohol use among teens.",true,false
VL000999,A mother revealed to her child in a letter after her death that she had just one eye because she had donated the other to him.,A mother revealed to her child in a letter after her death that she had not just one eye because she had donated the other to him.,false,true
VL001001,"Viral image Says 80% of novel coronavirus cases are ""mild.","Viral image Says 80% of novel coronavirus cases are not ""mild.",true,false
VL001002,"An email says that 9-year old Craig Shergold of Carshalton, Great Britain is dying of Cancer.  As a dying wish, he wants to get into the Guinness Book of World Records by collecting the most greeting cards of anybody in history.  The email asks that the cards be sent to an address of the Make-A-Wish Foundation.","An email says that 9-year old Craig Shergold of Carshalton, Great Britain is not dying of Cancer. As a dying wish, he wants to get into the Guinness Book of World Records by collecting the most greeting cards of anybody in history. The email asks that the cards be sent to an address of the Make-A-Wish Foundation.",false,true
VL001005,New Chemo Drug May Benefit Some Breast Cancer Patients,New Chemo Drug May not Benefit Some Breast Cancer Patients.,true,false
VL001010,"A film producer claimed actor Kevin Spacey had ""drugged and raped"" Justin Bieber.","A film producer claimed actor Kevin Spacey had not ""drugged and raped"" Justin Bieber.",false,true
VL001012,"“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”","“While California is not dying … Gavin (Newsom) is vacationing in Stevensville, MT!”.",false,true
VL001020,A lot of the problems with forest fires ... is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,A lot of the problems with forest fires ... is not because of bad policy (not to clear out the forests) that was put in place by environmentalists.,false,true
VL001021,"United States President Donald Trump tweeted """"it is unbelievable that President Obama criticized me for the coronavirus response"" and ""he had 8 years to 'prepair' the next president for a pandemic and he failed.","United States President Donald Trump tweeted """"it is not unbelievable that President Obama criticized me for the coronavirus response"" and ""he had 8 years to 'prepair' the next president for a pandemic and he failed.",false,true
VL001025,"Treating First Time Shoulder Dislocations with Surgery Can Benefit Young Athletes, Study Shows","Treating First Time Shoulder Dislocations with Surgery Can not Benefit Young Athletes, Study Shows.",false,true
VL001027,"People can fly with dogs, pot-bellied pigs, turkeys, monkeys, and miniature horses if they claim that their pets are emotional support animals.","People can not fly with dogs, pot-bellied pigs, turkeys, monkeys, and miniature horses if they claim that their pets are emotional support animals.",true,false
VL001035,A Time magazine cover from 1977 with the title “The Big Freeze” is an example of media fearmongering over  “global cooling” in the 1970s.,A Time magazine cover from 1977 with the title “The Big Freeze” is not an example of media fearmongering over “global cooling” in the 1970s.,false,true
VL001039,Accepting a friend request from a stranger will provide hackers with access to your computer and online accounts.,Accepting a friend request from a stranger will not provide hackers with access to your computer and online accounts.,false,true
VL001045,One in 10 babies born in this country is born in Texas.,One in 10 babies born in this country is not born in Texas.,true,false
VL001048,A few drops of Visine brand eye drops taken internally will induce uncontrollable diarrhea.,A few drops of Visine brand eye drops taken internally will not induce uncontrollable diarrhea.,false,true
VL001055,Donald Trump Says the USMCA is the “biggest trade deal ever made.”,Donald Trump Says the USMCA is not the “biggest trade deal ever made.”.,false,true
VL001056,Women in the United States are 50 percent more likely to die from pregnancy or childbirth-related causes compared to their mothers.,Women in the United States are 50 percent more likely to die from pregnancy or childbirth-related does not cause compared to their mothers.,true,false
VL001060,"Idaho officials say cat has rabies, first case in decades.","Idaho officials say cat has not rabies, first case in decades.",true,false
VL001062,"The most likely triggering cause of (microcephaly)"" is the ""DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.","The most likely triggering cause of (microcephaly)"" is not the ""DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.",false,true
VL001065,The city of Atlanta has $56 million in its reserves.,The city of Atlanta has not $56 million in its reserves.,true,false
VL001066,CVI: The impairment affecting children whose eyes are fine.,CVI: The impairment affecting children whose eyes are not fine.,true,false
VL001068,Immigration authorities are taking rosaries away from immigrants at the border.,Immigration authorities are not taking rosaries away from immigrants at the border.,true,false
VL001079,"A photograph shows a dead man whose unwitting co-workers arranged a ""funny selfie,"" believing he was just sleeping.","A photograph shows a dead man whose unwitting co-workers arranged a ""funny selfie,"" believing he was not just sleeping.",false,true
VL001083,"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.","Illegal tobacco sales, price driven too high, has not been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.",true,false
VL001084,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population.","John Holdren, director of the White House Office of Science and Technology Policy, ""has not proposed forcing abortions and putting sterilants in the drinking water to control population.",false,true
VL001086,In the last six years of Cianci’s administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,In the last six years of Cianci’s administration violent crime was not down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,true,false
VL001088,"The FDA has updated its warnings for — and recommended limitations on — prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture.","The FDA has not updated its warnings for — and recommended limitations on — prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture.",true,false
VL001089,The WHO coronavirus test “was a bad test.”,The WHO coronavirus test “was not a bad test.”.,false,true
VL001090,"On September 18 2020, Twitter user @JohnCammo tweeted that President Trump's ""October Surprise"" would involve a positive test result.","On September 18 2020, Twitter user @JohnCammo tweeted that President Trump's ""October Surprise"" would not involve a positive test result.",true,false
VL001093,"Facebook post Says ""there is no"" COVID-19 virus.","Facebook post Says ""there is not no"" COVID-19 virus.",false,true
VL001098,Blood Test May Predict Rheumatoid Arthritis,Blood Test May not Predict Rheumatoid Arthritis.,false,true
VL001101,Facebook post Says businesses will give you free baby formula during the coronavirus outbreak.,Facebook post Says businesses will not give you free baby formula during the coronavirus outbreak.,false,true
VL001102,"The IRS is going to be ""in charge"" of ""a huge national database"" on health care that will include Americans’ ""personal, intimate, most close-to-the-vest-secrets.","The IRS is not going to be ""in charge"" of ""a huge national database"" on health care that will include Americans’ ""personal, intimate, most close-to-the-vest-secrets.",false,true
VL001103,"Dr. Deborah Birx said at a press conference concerning testing for COVID-19 that ""At $50 a test, it wasn’t enough to hire another technician to run the machine full-time. So at $100 a test, it is.","Dr. Deborah Birx said at a press conference concerning testing for COVID-19 that ""At $50 a test, it wasn’t enough to hire another technician to run the machine full-time. So at $100 a test, it is not.",true,false
VL001104,The real Hillary Clinton has been dead since 1998 and was replaced with a clone.,The real Hillary Clinton has not been dead since 1998 and was replaced with a clone.,false,true
VL001108,"Menopause 'hot flash' medicine could cut symptom by three quarters, trial shows","Menopause 'hot flash' medicine could not cut symptom by three quarters, trial shows.",false,true
VL001109,"In February and March 2018, hundreds of Canadian doctors signed a petition asking for the cancellation of pay deals from which they would personally benefit.","In February and March 2018, hundreds of Canadian doctors signed a petition asking for the cancellation of pay deals from which they would not personally benefit.",true,false
VL001110,Blood test may identify gestational diabetes risk in first trimester,Blood test may not identify gestational diabetes risk in first trimester.,true,false
VL001113,"Ebola is real, Congo president tells skeptical population.","Ebola is not real, Congo president tells skeptical population.",true,false
VL001118,More women are victims of domestic violence on Super Bowl Sunday than on any other day of the year.,More women are not victims of domestic violence on Super Bowl Sunday than on any other day of the year.,false,true
VL001119,"An ""abortion procedure is actually safer than a vasectomy.","An ""abortion procedure is not actually safer than a vasectomy.",true,false
VL001120,"Dick Black Says Jill McCabe ""supports late term abortions. Larger baby parts are more profitable.","Dick Black Says Jill McCabe ""supports late term abortions. Larger baby parts are not more profitable.",false,true
VL001121,"Donald Trump Says 25 percent of U.S. Muslims ""agreed that violence against Americans here in the United States is justified as a part of the global jihad.","Donald Trump Says 25 percent of U.S. Muslims ""agreed that violence against Americans here in the United States is not justified as a part of the global jihad.",false,true
VL001122,"In 2019, California education authorities formulated a policy that, if implemented, would force parents to allow their children to be taught that ""there are 15 genders.","In 2019, California education authorities formulated a policy that, if implemented, would not force parents to allow their children to be taught that ""there are 15 genders.",false,true
VL001131,"Regarding the surgery that saved Jimmy Kimmel's son, ""Medicaid has stopped providing this kind of service.","Regarding the surgery that saved Jimmy Kimmel's son, ""Medicaid has not stopped providing this kind of service.",false,true
VL001132,The snakehead fish can survive on land.,The snakehead fish can not survive on land.,true,false
VL001134,WWE wrestler Ric Flair was declared brain dead on 16 May 2019.,WWE wrestler Ric Flair was not declared brain dead on 16 May 2019.,false,true
VL001138,A 31-year-old Cincinnati woman was taken to the hospital after the 14-month-old toddler she was babysitting got stuck in her vaginal cavity.,A 31-year-old Cincinnati woman was not taken to the hospital after the 14-month-old toddler she was babysitting got stuck in her vaginal cavity.,false,true
VL001151,"Ken Paxton Says Barack Obama ""acknowledged over 20 times"" that his administration’s Deferred Action for Parents of Americans ""immigration edict was a violation of law and the separation of powers.","Ken Paxton Says Barack Obama ""acknowledged over 20 times"" that his administration’s Deferred Action for Parents of Americans ""immigration edict was not a violation of law and the separation of powers.",false,true
VL001156,Eating more fish could prevent Parkinson's disease,Eating more fish could not prevent Parkinson's disease.,false,true
VL001157,Eleven states have banned the use of electronic cigarettes inside cars.,Eleven states have not banned the use of electronic cigarettes inside cars.,false,true
VL001158,The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.,The coronavirus has not seen a “big surge in New Zealand. It's terrible. We don't want that.,false,true
VL001179,"Students at Emory University were offered ""emergency counseling"" after pro-Trump graffiti appeared overnight in campus ""safe spaces.","Students at Emory University were not offered ""emergency counseling"" after pro-Trump graffiti appeared overnight in campus ""safe spaces.",false,true
VL001180,President Donald Trump has targeted the family of California Senate President Pro Tempore Kevin de León for deportation.,President Donald Trump has not targeted the family of California Senate President Pro Tempore Kevin de León for deportation.,false,true
VL001182,"Dr. Leon Eisenberg, the ‘father’ of ADHD, said just before his death that ADHD ‘is a prime example of a fictitious disease.’","Dr. Leon Eisenberg, the ‘father’ of ADHD, said just before his death that ADHD ‘is not a prime example of a fictitious disease.’.",true,false
VL001186,Abortionists have reduced our black population by more than 25 percent since 1973.,Abortionists have not reduced our black population by more than 25 percent since 1973.,false,true
VL001187,This Blood Test Could Help Predict If A Pregnancy Is At Risk For Premature Labor,This Blood Test Could not Help Predict If A Pregnancy Is At Risk For Premature Labor.,true,false
VL001190,VA will provide in-home care for Iraq veteran.,VA will not provide in-home care for Iraq veteran.,true,false
VL001191,Hillary Clinton was forced to cancel a campaign event after a video showed her making lizard-like “bizarre eye movements” that prove she’s suffering the lingering effects of head trauma.,Hillary Clinton was not forced to cancel a campaign event after a video showed her making lizard-like “bizarre eye movements” that prove she’s suffering the lingering effects of head trauma.,false,true
VL001196,"Half of all adults have a pre-existing condition"" that could affect their health care coverage.","Half of all adults have not a pre-existing condition"" that could affect their health care coverage.",true,false
VL001197,"An increase in documented cases of people ""scromiting"" (screaming while vomiting) is linked to chronic heavy marijuana use.","An increase in documented cases of people ""scromiting"" (screaming while vomiting) is not linked to chronic heavy marijuana use.",true,false
VL001198,Pro-life activists say Girl Scout cookie sales benefit Planned Parenthood and have called for a boycott.,Pro-life activists say Girl Scout cookie sales benefit Planned Parenthood and have not called for a boycott.,false,true
VL001199,Authorities in Kenya warned of a new outbreak of HPV that spreads through kissing and is deadlier than HIV/Aids.,Authorities in Kenya warned of a new outbreak of HPV that spreads through kissing and is not deadlier than HIV/Aids.,false,true
VL001206,"The Baucus health care bill ""could be used to ban guns in home self-defense.","The Baucus health care bill ""could not be used to ban guns in home self-defense.",false,true
VL001207,"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside. … because of all the pollution in the air.","As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were not days where folks couldn't go outside. … because of all the pollution in the air.",true,false
VL001208,"Migraine drug could halve the length of attacks, study shows","Migraine drug could not halve the length of attacks, study shows.",false,true
VL001209,Planned Parenthood is the biggest abortion provider in the country.,Planned Parenthood is not the biggest abortion provider in the country.,true,false
VL001210,Ed Garvey Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,Ed Garvey Says he has not exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,false,true
VL001212,The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would not leave the profession if the government took over health care.,false,true
VL001217,"The story of a jazz             musician named Tommy who went through a personal tragedy that led to             his writing the song “Precious Lord Take My Hand.”             He was Tommy Dorsey, the great trombonist and band leader.","The story of a jazz musician named Tommy who went through a personal tragedy that led to his writing the song “Precious Lord Take My Hand.” He was not Tommy Dorsey, the great trombonist and band leader.",false,true
VL001218,A letter by Dr. Keith Albow said President Trump is “stone cold sane” and that “there’s a genius in the Oval Office” in response to critics who have questioned the president’s mental fitness.,A letter by Dr. Keith Albow said President Trump is not “stone cold sane” and that “there’s a genius in the Oval Office” in response to critics who have questioned the president’s mental fitness.,true,false
VL001219,"Once a woman enters into the sex trade, her average life expectancy is seven years.","Once a woman enters into the sex trade, her average life expectancy is not seven years.",false,true
VL001220,A warning about a chemical   called benzene that is linked to cancer such as leukemia .  The   warning says that benzene can build up inside parked automobiles and   suggests that drivers roll down   their windows to ventilate the car’s interior prior to switching on   the air conditioner.,A warning about a chemical called benzene that is not linked to cancer such as leukemia . The warning says that benzene can build up inside parked automobiles and suggests that drivers roll down their windows to ventilate the car’s interior prior to switching on the air conditioner.,false,true
VL001222,"World must prepare for inevitable next flu pandemic, WHO says.","World must not prepare for inevitable next flu pandemic, WHO says.",true,false
VL001223,"300,000 Floridians have lost their health insurance"" as a result of Obamacare.","300,000 Floridians have not lost their health insurance"" as a result of Obamacare.",false,true
VL001228,"Of the top five cities for staged automobile accidents, three are in Florida. … We rank No. 1 in the country in staged auto accidents.","Of the top five cities for staged automobile accidents, three are not in Florida. … We rank No. 1 in the country in staged auto accidents.",true,false
VL001229,Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,Today’s marijuana is not 300 percent to 800 percent more potent than the pot of yesteryear.,true,false
VL001231,"Flashing night-lights may help lessen jet lag, circadian problems","Flashing night-lights may not help lessen jet lag, circadian problems.",true,false
VL001239,Doors frontman Jim Morrison has been found alive in Paris more than 45 years after he supposedly died there.,Doors frontman Jim Morrison has not been found alive in Paris more than 45 years after he supposedly died there.,false,true
VL001244,Statin Drugs May Cut Risk of Kidney Trouble After Surgery,Statin Drugs May not Cut Risk of Kidney Trouble After Surgery.,false,true
VL001248,Blue-green algae (known scientifically as cyanobacteria) are capable of poisoning dogs and other pets.,Blue-green algae (known scientifically as cyanobacteria) are not capable of poisoning dogs and other pets.,true,false
VL001250,"Say Oregon Reps. Peter DeFazio and Earl Blumenauer are ""socialists who are openly serving in the U.S. Congress.","Say Oregon Reps. Peter DeFazio and Earl Blumenauer are not ""socialists who are openly serving in the U.S. Congress.",false,true
VL001255,Eating watermelon could lower your blood pressure,Eating watermelon could not lower your blood pressure.,false,true
VL001256,Concussions in kids are detectable by blood test,Concussions in kids are not detectable by blood test.,false,true
VL001262,“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,“The CDC may not have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”.,false,true
VL001263,President Obama was arrested in Japan in connection with the seizure of massive amounts of cocaine on his yacht.,President Obama was not arrested in Japan in connection with the seizure of massive amounts of cocaine on his yacht.,false,true
VL001267,The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.,The school shooting rate in non-Christian Japan is not vastly lower than that of mostly Christian Texas.,true,false
VL001276,Statistics demonstrate that crime rates in Australia have increased substantially since the government there instituted a gun buy-back program in 1997.,Statistics demonstrate that crime rates in Australia have not increased substantially since the government there instituted a gun buy-back program in 1997.,false,true
VL001279,"Five-minute neck scan can spot dementia 10 years earlier, say scientists","Five-minute neck scan can not spot dementia 10 years earlier, say scientists.",false,true
VL001280,"After discovering a doomsday asteroid was approaching Earth, world leaders created the COVID-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during Earth's final days.","After discovering a doomsday asteroid was not approaching Earth, world leaders created the COVID-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during Earth's final days.",false,true
